login,repo,path,reason,reasoning,first_seen,last_seen
tpierrain,SmokeMe,CLAUDE.md,project-doc,"This CLAUDE.md is project-specific scaffolding: build/test commands, architecture walkthrough for SmokeMe's components (SmokeTestAutoFinder, SmokeTestRunner, AspNetCore adapters), configuration keys (appsettings.json), solution structure, testing conventions, and CI workflow. No transferable skill guidance — documentation for THIS library's internals, not reusable patterns that can be extracted and applied elsewhere.",2026-06-27,2026-06-28
tpierrain,Diverse,CLAUDE.md,project-doc,"Hybrid project documentation: mixes library-specific architectural guidance (sub-fuzzers, NoDuplication memoizer, determinism contract via fixed seed indexing) with project conventions (don't modify static data, use IFuzz, extension methods). While determinism and NoDuplication patterns are interesting, they are tightly coupled to Diverse's implementation. The critical guidance (static data immutability for reproducibility, seeding behavior) cannot be extracted unchanged into a different fuzzing library — it is project-doc per rule 2026-06-27.",2026-06-27,2026-06-28
tsundberg,scheme-by-claude,CLAUDE.md,review,"Opus recheck rejected promotion: Bare project-doc: CLAUDE.md is an autonomous-coding experiment prompt specific to one Scheme-interpreter project (hardcoded package, file paths, branch naming), not a reusable JVM skill applicable across projects.. (judge: Comprehensive 336-line guide to implementing an R7RS Scheme interpreter in Java via strict TDD and Cucumber-based conformance testing. Provides concrete opinionated structure: extract examples from R7RS PDF into Cucumber scenarios chapter-by-chapter, organize feature files by standard sections, implement additional programs (Tower of Hanoi, Fibonacci). Language-specific (Java) but with deep, actionable guidance on standards-driven implementation. High JVM fit.)",2026-06-27,2026-06-28
tsundberg,gold-mine,.claude/CLAUDE.md,project-doc,"Project-specific scaffolding: build/test commands, three-layer architecture for THIS mine game (Game/Model/Explorer), constraint explanation (incremental discovery), A* strategy notes, TDD workflow gate (explicit user approval for test changes), code style rules, and test conventions. While A* pathfinding and TDD discipline are mentioned, they are project-coupled — the A* section is 'for this game's explorer', code style is 'for this project', and the TDD gate is project-governance. Not transferable guidance.",2026-06-27,2026-06-28
jmartisk,quarkus-mcp-talk,CLAUDE.md,project-doc,"Bare CLAUDE.md containing only project-specific build/run/test commands (./mvnw quarkus:dev, mvnw package) and reveal.js integration architecture details. No transferable skill guidance per Rule 3; this is project-specific scaffold for a Quarkus presentation demo.",2026-06-27,2026-06-28
jmartisk,quarkus-reveal-js-presentation-template,CLAUDE.md,project-doc,"Identical CLAUDE.md content to entry 1 (27 lines). Per Rule 2 (single-promotion principle), duplicate skill files in different repos are demoted; this is a presentation template repo and the content is project-doc scaffold (build commands, reveal.js integration details), not reusable skill.",2026-06-27,2026-06-28
garbas,tgdash,CLAUDE.md,off-topic-tech,"Well-structured CLAUDE.md (66 lines) for a Go CLI TUI tool that parses Terragrunt output. While it includes good nix environment setup and conventional commit guidance, the entire skill is about Go/Terragrunt, not JVM. Per Rule 4 (Devoxx Poland 2026), this could be lifted verbatim into a non-JVM project unchanged—off-topic-tech.",2026-06-27,2026-06-28
pdudits,doorman,.github/skills/backlog/SKILL.md,off-topic-workflow,"SKILL.md (44 lines) teaching task workflow using Backlog.md MCP: task start checklist, during-implementation notes, completion checklist. This is a generic project management workflow (set task status, update backlogs, record decisions) that is not JVM-specific and could apply to any project. Per Rule 5, single workflow steps without a full coherent bundle are off-topic-workflow.",2026-06-27,2026-06-28
pdudits,doorman,.github/skills/context7/SKILL.md,off-topic-workflow,"SKILL.md (21 lines) teaching a generic documentation lookup workflow via Context7 MCP tool. Instructs 'look up current API for project libraries BEFORE writing code' using resolve-library-id and query-docs tools. This is a reusable but not JVM-specific workflow; per Rule 4, it could be applied to Python/JS projects unchanged—off-topic-workflow.",2026-06-27,2026-06-28
pdudits,doorman,AGENTS.md,project-doc,"AGENTS.md (78 lines) mixes brief operator overview (7 lines on Doorman's scaling-to-zero responsibilities) with extensive Backlog.md MCP workflow scaffold and Context7 usage instructions. Per Rule 6 (Devoxx Poland 2026), hybrid project-docs with embedded guidance are still project-doc unless the transferable content is self-contained and primary. Here the transferable operator description is minimal; the bulk is project-specific workflow instructions.",2026-06-27,2026-06-28
pdudits,firefox-color-per-site,AGENTS.md,off-topic-tech,"AGENTS.md (39 lines) for a Firefox browser extension that adapts theme colors per URL. Actual skill content is minimal (1 line description); remainder is Backlog.md MCP guidelines and Context7 instructions (project scaffold). The core subject—Firefox extension color theming—is not JVM. Per Rule 4, this skill is off-topic-tech.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/airunway-aks-setup/SKILL.md,off-topic-service,"Real, structured skill (73 lines) for Azure AI Runway setup on AKS clusters. Teaches infrastructure provisioning and Kubernetes model deployment on Azure, but targets Azure services specifically (AKS, KAITO, GPU node pools) — not JVM development. This is off-topic cloud infrastructure guidance for an external service (Azure).",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/appinsights-instrumentation/SKILL.md,off-topic-service,"Real skill (76 lines) for instrumenting applications with Azure Application Insights telemetry. While it references ASP.NET, Node.js, and Python, the guidance is cloud-platform-specific (Azure service) and not transferable to JVM development workflows. Classified as off-topic-service.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-ai/SKILL.md,off-topic-service,"Real skill (71 lines) covering Azure AI services: Search, Speech, OpenAI, Document Intelligence. Provides MCP tools and SDK references for multiple languages, but is Azure-service-specific. Not JVM-focused guidance. Classified as off-topic-service.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-aigateway/SKILL.md,off-topic-service,"Real, substantial skill (129 lines) for configuring Azure API Management as an AI gateway with semantic caching, token limits, and LLM policies. Cloud-platform-specific (Azure APIM) — not JVM-focused. Classified as off-topic-service.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-cloud-migrate/SKILL.md,off-topic-service,"Real skill (52 lines) for cross-cloud migration to Azure (Lambda→Functions, Beanstalk→App Service, Fargate→Container Apps). Structured guidance with MCP tools, but targets Azure services specifically. Classified as off-topic-service, not JVM development.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-compliance/SKILL.md,off-topic-service,"Real skill (108 lines) for Azure compliance and security auditing via azqr and Key Vault. Provides structured guidance and MCP tools, but is Azure-specific (Azure Quick Review, Key Vault). Classified as off-topic-service.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-compute/SKILL.md,off-topic-service,"Real skill (63 lines) routing Azure VM and VMSS requests to workflows for sizing, pricing, autoscale, and troubleshooting. Cloud-platform-specific (Azure VMs/VMSS) — not JVM. Classified as off-topic-service.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-cost/SKILL.md,off-topic-service,"Real, comprehensive skill (140 lines) for Azure cost management via Cost Management API. Provides workflows for querying costs, optimization, and forecasting via Azure MCP tools. Azure-specific — classified as off-topic-service.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-deploy/SKILL.md,off-topic-service,"Real skill (97 lines) for executing Azure deployments (azd up, azd deploy, terraform apply). Structured guidance with MCP tools and error recovery, but is Azure-specific. Classified as off-topic-service.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-diagnostics/SKILL.md,off-topic-service,"Real, substantial skill (151 lines) for debugging Azure production issues (Container Apps, App Service, Functions, AKS, Messaging). Uses Azure MCP tools and AppLens for AI-powered diagnostics. Azure-specific — classified as off-topic-service.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-enterprise-infra-planner/SKILL.md,off-topic-service,"Real skill (62 lines) for architecting enterprise Azure infrastructure (landing zones, hub-spoke networks, multi-region DR). Generates Bicep/Terraform with WAF alignment. Azure-specific infrastructure planning — classified as off-topic-service.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-hosted-copilot-sdk/SKILL.md,off-topic-tech,"Real skill (89 lines) for building and deploying GitHub Copilot SDK apps on Azure. Guides model configuration (GitHub default, Azure BYOM, bearer tokens). While the SDK could be used in Java projects, the skill is generic LLM/AI app deployment, not JVM-focused. Could be lifted unchanged into Python or Go. Classified as off-topic-tech.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-kubernetes/SKILL.md,off-topic-service,"Real skill routing Azure Kubernetes Service (AKS) requests. While Kubernetes itself is JVM-adjacent, the guidance is AKS-specific (Azure managed service). Classified as off-topic-service.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-kubernetes/azure-kubernetes-automatic-readiness/SKILL.md,off-topic-service,Sub-skill under azure-kubernetes for AKS automatic readiness. Azure-specific service guidance — classified as off-topic-service.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-kusto/SKILL.md,off-topic-service,Real skill for Azure Kusto (KQL queries and data analytics on Azure). Azure service-specific — classified as off-topic-service.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-messaging/SKILL.md,off-topic-service,"Real skill (57 lines) for Azure Event Hubs and Service Bus SDK troubleshooting (connection failures, AMQP errors, message lock issues). Uses Azure MCP tools. While Kafka/messaging is JVM-adjacent, the guidance targets Azure Messaging services specifically — classified as off-topic-service.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-prepare/SKILL.md,off-topic-service,"Real skill for preparing applications for Azure deployment (scaffolding, infrastructure, IaC). Azure-specific orchestration — classified as off-topic-service.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-quotas/SKILL.md,off-topic-service,Real skill for managing Azure quotas and resource limits. Azure-specific operations — classified as off-topic-service.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-rbac/SKILL.md,off-topic-service,Real skill for Azure RBAC (role-based access control). Cloud platform-specific (Azure IAM) — not JVM development. Classified as off-topic-service.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-reliability/SKILL.md,off-topic-service,"Real skill for Azure reliability engineering (high availability, disaster recovery). Azure-specific — classified as off-topic-service.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-resource-lookup/SKILL.md,off-topic-service,Real skill for looking up Azure resources and configurations. Azure-specific operations — classified as off-topic-service.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-resource-visualizer/SKILL.md,off-topic-service,Real skill for visualizing Azure resource topologies and relationships. Azure-specific tool — classified as off-topic-service.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-storage/SKILL.md,off-topic-service,"Real skill for Azure Storage operations (blobs, tables, queues). Azure service-specific — classified as off-topic-service.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-upgrade/SKILL.md,off-topic-service,"Real skill (91 lines) for upgrading Azure workloads (Functions Consumption→Flex, App Service→Container Apps, Redis tiers). Includes Azure Java SDK modernization guidance (com.microsoft.azure→com.azure). Despite Java references, guidance is Azure service-specific. Classified as off-topic-service.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-validate/SKILL.md,off-topic-service,"Real skill (67 lines) for pre-deployment validation on Azure (config, infrastructure, RBAC, managed identity). Azure-specific validation — classified as off-topic-service.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/entra-agent-id/SKILL.md,off-topic-service,"Real, substantial skill (356 lines) for provisioning Microsoft Entra Agent Identity Blueprints and OAuth 2.0 token exchange. Cloud identity service-specific (Microsoft Entra, not JVM-focused). Classified as off-topic-service.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/entra-app-registration/SKILL.md,off-topic-service,Real skill for Microsoft Entra app registration. Cloud identity service-specific — not JVM development. Classified as off-topic-service.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/microsoft-foundry/SKILL.md,off-topic-service,Real skill for Microsoft Foundry (AI agents platform on Azure). Cloud AI service-specific — not JVM development guidance. Classified as off-topic-service.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/microsoft-foundry/finetuning/SKILL.md,off-topic-service,Sub-skill under microsoft-foundry for model fine-tuning. Azure Foundry service-specific — classified as off-topic-service.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/microsoft-foundry/models/deploy-model/SKILL.md,off-topic-service,Sub-skill under microsoft-foundry for model deployment. Azure Foundry service-specific — classified as off-topic-service.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/microsoft-foundry/models/deploy-model/capacity/SKILL.md,off-topic-service,Sub-skill for capacity management in model deployment. Azure Foundry service-specific — classified as off-topic-service.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/microsoft-foundry/models/deploy-model/customize/SKILL.md,off-topic-service,Sub-skill for customizing model deployment. Azure Foundry service-specific — classified as off-topic-service.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.agents/skills/microsoft-foundry/models/deploy-model/preset/SKILL.md,review,real SKILL.md — classify JVM vs off-topic,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/algorithm-optimization/SKILL.md,off-topic-workflow,"Generic code review workflow skill for algorithm optimization. Could apply to any language (Java, Python, Go). Per eval rules, generic workflow skills not coupled to JVM are off-topic-workflow, not promotable. This is a single thin code-review step, not JVM-specific.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/auth-review/SKILL.md,off-topic-workflow,"Generic code review workflow for authentication patterns. Could apply to any project. Single thin workflow step, not JVM-focused. Classified as off-topic-workflow.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/caching-review/SKILL.md,off-topic-workflow,"Generic code review workflow for caching patterns. Applies to any language. Single workflow step, not JVM-specific. Classified as off-topic-workflow.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/complexity-analysis/SKILL.md,off-topic-workflow,"Generic code review workflow for complexity analysis. Could apply to any language. Single thin workflow step, not JVM. Classified as off-topic-workflow.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/create-spring-boot-java-project/SKILL.md,boilerplate,"While Spring Boot is JVM, this is a mere templating/scaffolding guide (163 lines) — mostly curl commands to download starter.zip and configuration snippets from start.spring.io. No reusable architectural or JVM-specific guidance. No opinions on patterns, testing, or frameworks. Classified as boilerplate template, not a promotable skill.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/dead-code-detection/SKILL.md,off-topic-workflow,"Generic code review workflow (Japanese template: detects unused variables, unreachable code, commented code). Could apply to any language. Single thin workflow step, not JVM-specific. Classified as off-topic-workflow.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/dependency-audit/SKILL.md,off-topic-workflow,"Generic security audit workflow (Japanese template: checks pom.xml, package.json, requirements.txt for CVEs). Could apply to any project. Single thin workflow step, not JVM-focused. Classified as off-topic-workflow.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/deprecation-check/SKILL.md,off-topic-workflow,"Generic code review workflow for deprecation detection. Could apply to any language. Single thin workflow step, not JVM-specific. Classified as off-topic-workflow.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/documentation-check/SKILL.md,project-doc,"Japanese template-style (21 lines) checklist for documentation status. Pure scaffolding: target repository variable, list of items to check. No reusable guidance on how to improve documentation.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/duplication-check/SKILL.md,project-doc,"Japanese template (19 lines) with placeholder for repository variable and generic bullet points. Scaffolding-only, no transferable skill content.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/exception-handling-review/SKILL.md,project-doc,Japanese template (21 lines) for exception handling review. Placeholder repository variable and bullet-point checklist. No concrete guidance.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/logging-review/SKILL.md,project-doc,Japanese template (21 lines) for logging review. Placeholder repository variable and bullet checklist. No transferable skill.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/memory-leak-check/SKILL.md,project-doc,Japanese template (20 lines) for memory leak detection. Placeholder and generic bullet points only. Pure scaffolding.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/n-plus-one-check/SKILL.md,project-doc,Japanese template (19 lines) for N+1 query detection. Placeholder + bullets. Scaffolding-only.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/secret-scan/SKILL.md,project-doc,Japanese template (21 lines) for secrets detection. Placeholder and bullet list only. Pure scaffolding.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/solid-check/SKILL.md,project-doc,Japanese template (21 lines) for SOLID principle checking. Placeholder and generic checklist. No real guidance.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/sql-injection-check/SKILL.md,project-doc,Japanese template (19 lines) for SQL injection checking. Placeholder + bullets. Scaffolding only.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/tech-stack-analysis/SKILL.md,project-doc,Japanese template (20 lines) for tech stack analysis. Placeholder and bullet checklist. No transferable guidance.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/vuejs3-review/SKILL.md,off-topic-tech,"57-line Vue.js 3 best practices skill covering Composition API, TypeScript, component design, state management (Pinia), performance, accessibility. Real, solid skill but entirely frontend-focused (Vue.js) with no JVM relevance.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/waf-cost-optimization/SKILL.md,off-topic-service,"Azure Well-Architected Framework Cost Optimization pillar review skill (54 lines). Real service-specific guidance for Azure cloud architecture and cost control, not JVM.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/waf-operational-excellence/SKILL.md,off-topic-service,Azure WAF Operational Excellence pillar review (54 lines). Azure-specific cloud architecture guidance; not JVM.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/waf-performance-efficiency/SKILL.md,off-topic-service,"Azure WAF Performance Efficiency pillar (54 lines). Cloud-specific, not JVM.",2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/waf-reliability/SKILL.md,off-topic-service,Azure WAF Reliability pillar (54 lines). Cloud architecture guidance; not JVM-relevant.,2026-06-27,2026-06-28
anishi1222,multi-agent-code-reviewer,.github/skills/waf-security/SKILL.md,off-topic-service,Azure WAF Security pillar (54 lines). Azure-specific guidance; not JVM.,2026-06-27,2026-06-28
Tingsters,Showtail,CLAUDE.md,project-doc,"38-line CLAUDE.md for Showtail project explaining parallel agent workflow, git worktree patterns, and safety rules. Pure project scaffolding (build rules, workflow guidance). Not a reusable skill.",2026-06-27,2026-06-28
uta8a,workbench,AGENTS.md,project-doc,"50-line AGENTS.md repository guidelines for monorepo (TypeScript linear-tools, Go prometheus-starter). Build commands, testing, commit conventions, security tips. Project scaffolding, not reusable skill.",2026-06-27,2026-06-28
uta8a,website,AGENTS.md,project-doc,"39-line AGENTS.md for multi-site Astro project. Architecture, rules, change policy, document precedence. Project scaffolding mixed with infrastructure requirements; not transferable skill.",2026-06-27,2026-06-28
uta8a,domain,AGENTS.md,project-doc,"53-line AGENTS.md for Cloudflare DNS Terraform project. Project structure, build/test commands, coding style, security tips. Infrastructure scaffolding, not reusable skill.",2026-06-27,2026-06-28
uta8a,curatedz,.codex/skills/check-ci-results/SKILL.md,off-topic-workflow,"33-line CI result checking skill using gh pr checks and gh run view. GitHub Actions workflow guidance, not JVM.",2026-06-27,2026-06-28
uta8a,curatedz,.codex/skills/codex-cli-rules/SKILL.md,off-topic-workflow,59-line Codex CLI rules (Starlark) authoring skill for command-prefix policies. Generic workflow/security policy tool; not JVM.,2026-06-27,2026-06-28
uta8a,curatedz,.codex/skills/gh-issue-create-and-edit/SKILL.md,off-topic-workflow,26-line GitHub issue CRUD skill. Generic workflow; not JVM.,2026-06-27,2026-06-28
uta8a,curatedz,.codex/skills/gh-issue-view/SKILL.md,off-topic-workflow,25-line GitHub issue viewing skill. Generic workflow; not JVM.,2026-06-27,2026-06-28
uta8a,curatedz,.codex/skills/gh-pr-creator/SKILL.md,off-topic-workflow,27-line GitHub PR creation skill. Generic workflow tool; not JVM.,2026-06-27,2026-06-28
uta8a,curatedz,.codex/skills/git-commit-formatter/SKILL.md,off-topic-workflow,"61-line Conventional Commits skill. Same as playground/.kiro/skills/commit-message/SKILL.md (entry 73)—duplicate generic git workflow skill, not JVM.",2026-06-27,2026-06-28
Ymmy833y,oqoa,AGENTS.md,project-doc,"120-line AGENTS.md for OQOA web app (TypeScript, Parcel, Tailwind, IndexedDB, Service Worker). Project structure, MVU + layered architecture, coding rules, setup commands. Heavy project scaffolding and architecture tied to this SPA—not a reusable skill.",2026-06-27,2026-06-28
Ymmy833y,memo-app,CLAUDE.md,project-doc,"75-line CLAUDE.md for MemoApp (browser note-taking SPA, Parcel, Tailwind, TOAST UI, IndexedDB, Service Worker). Project structure, architecture layers, tech stack, testing setup. Project-specific scaffolding; not JVM.",2026-06-27,2026-06-28
antonarhipov,sdd-demo,.agents/skills/spring-batch-6/SKILL.md,jvm-collection,"Spring Batch 6.x expert guidance is a real, high-value JVM skill (218 lines, covers 6.x APIs, migration, debugging). However, this is a member of a found collection: agentskills/spring-batch-6 (13 stars) is the canonical. Per Rule 2, same skills appearing in multiple repos are promoted once at the canonical (dedicated collection, highest stars). The sdd-demo version (3 stars) is a workshop variant.",2026-06-27,2026-06-28
antonarhipov,sdd-demo,.claude/skills/spring-batch-6/SKILL.md,jvm-collection,"Spring Batch 6.x is a legitimate JVM skill (218 lines, expert guidance on writing, migrating, debugging batch jobs). However, per Rule 2, when the same skill appears in multiple repos, promote only at the canonical location: agentskills/spring-batch-6 (13 stars, dedicated skills collection). The demo-repo location (Rule 1 exception does not override Rule 2's single-promotion principle for duplicates).",2026-06-27,2026-06-28
antonarhipov,midifx,.agents/skills/grill-me/SKILL.md,off-topic-workflow,"Generic agent workflow: relentless interviewing about a plan or design. No JVM content, no transferable JVM guidance. A single thin workflow step per Rule 5.",2026-06-27,2026-06-28
antonarhipov,agentskills,defend-your-pr/SKILL.md,off-topic-workflow,"Comprehensive PR review protocol teaching skeptical code review, interrogation, and design judgment—but entirely generic to any language/framework. Per Learnings (2026-06-27 jPrime): even 130-line well-developed non-JVM skills (e.g., PR-defense guide) are off-topic-workflow regardless of depth. Could lift this verbatim into Python/Go/JS without change.",2026-06-27,2026-06-28
antonarhipov,agentskills,review-prototype/SKILL.md,off-topic-workflow,"A METHOD skill for structuring prototype review surfaces (verdict-first funnel, trust-based drilling, staged disclosure). Teaches UI/UX decision-making for review flows, not JVM development. Applies equally to Node/Python/Rust projects.",2026-06-27,2026-06-28
antonarhipov,antonarhipov.github.com,.junie/skills/business-analyst/SKILL.md,off-topic-workflow,"Generic persona definition teaching an agent to act as a business analyst gathering requirements. No reusable JVM guidance; not a skill but a role prompt. Would be project-doc if tied to a specific project, but this is bare persona scaffolding.",2026-06-27,2026-06-28
antonarhipov,antonarhipov.github.com,.junie/skills/plan-generator/SKILL.md,off-topic-workflow,"Teaches how to decompose specs into phases, tasks, dependencies, and checkpoints. Generic dev planning workflow, no JVM content. Could apply to any tech stack.",2026-06-27,2026-06-28
antonarhipov,antonarhipov.github.com,.junie/skills/qa-architect/SKILL.md,off-topic-workflow,"Role-based instruction for writing behavior-focused acceptance criteria in a standard format. No JVM knowledge; transferable to any project. Bare role definition, not a skill.",2026-06-27,2026-06-28
antonarhipov,antonarhipov.github.com,.junie/skills/software-architect/SKILL.md,off-topic-workflow,"Agent persona instruction to define constraints covering project structure, component design, tech decisions, code style, and testing strategy. No JVM-specific patterns; framework-agnostic role prompt.",2026-06-27,2026-06-28
antonarhipov,antonarhipov.github.com,.junie/skills/specification-reviewer/SKILL.md,off-topic-workflow,"Specification review protocol covering completeness, consistency, implementability, testability—no JVM content. Generic development practice applicable to any language/framework.",2026-06-27,2026-06-28
antonarhipov,kotlinconf-sdd,.claude/skills/grill-me/SKILL.md,off-topic-workflow,Standard grill-me skill for relentless design interrogation. No JVM content. Single thin workflow step.,2026-06-27,2026-06-28
antonarhipov,kotlinconf-sdd,.junie/skills/grill-me/SKILL.md,off-topic-workflow,"Generic workflow, no JVM signal. Duplicate of #11 in same repo (.claude variant). Single thin step.",2026-06-27,2026-06-28
antonarhipov,kotlinconf-sdd,.junie/skills/kotlin-language-features/SKILL.md,jvm-collection,"Same skill (423 lines, Kotlin 2.2-2.3 expert guidance) appears in two registries within kotlinconf-sdd repo (.claude and .junie). Both are canonical location (same repo, 12 stars). Counting both would violate Rule 2's single-promotion principle. Canonical selected: .claude variant as primary.",2026-06-27,2026-06-28
antonarhipov,sdd-workshop,.claude/skills/spring-batch-6/SKILL.md,jvm-collection,"Spring Batch 6.x expert guidance (228 lines, similar to canonical). However, per Rule 2, this skill is also in agentskills (canonical, 13 stars, dedicated collection repo) and etl-temperature-import (0 stars). Per Rule 1 learnings and Rule 2's single-promotion principle, workshop/teaching variants are not separate promotions—only the canonical version with highest stars/signal is found. sdd-workshop is a teaching variant of the agentskills canonical.",2026-06-27,2026-06-28
antonarhipov,sdd-workshop,.junie/skills/spring-batch-6/SKILL.md,jvm-collection,"Same spring-batch-6 skill, member of canonical collection at agentskills. Per Rule 2, promote once at canonical (13 stars). This is a teaching/workshop variant (2 stars).",2026-06-27,2026-06-28
antonarhipov,etl-temperature-import,.junie/skills/spring-batch-6/SKILL.md,jvm-collection,"Spring Batch 6.x skill embedded in an ETL example project. Same content as canonical agentskills/spring-batch-6 (13 stars). Example/demo projects should not be duplicate promotions. Per Rule 2, canonical is agentskills.",2026-06-27,2026-06-28
antonarhipov,etl-temperature-import,AGENTS.md,project-doc,"AGENTS.md defines task-list workflow, initialization steps, spec-reading patterns—all project-specific scaffolding (directory structure: spec/, src/, task tracking). Per Rule 3 (Learnings): hybrid project-docs mixing project-specific scaffolding (build commands, file paths, directory layout) with reusable patterns stay project-doc. The transferable workflow guidance is secondary to project-specific structure. Cannot extract unchanged into another project without referencing this project's spec/, constraints.md, acceptance_criteria.md files.",2026-06-27,2026-06-28
antonarhipov,notify-hub,.claude/skills/java-spring/SKILL.md,jvm-collection,"Real JVM skill on Java/Spring development standards (156 lines, concrete guidance on DDD, testing, mapping, transaction management). However, same skill appears at eshop-with-skills repo (5 stars, entry #20) with identical content. Per Rule 2, promote at canonical = highest stars. notify-hub (0 stars) is the member; eshop-with-skills (5 stars) is canonical.",2026-06-27,2026-06-28
antonarhipov,eshop-with-skills,CLAUDE.md,project-doc,"CLAUDE.md is project-specific scaffolding: build commands (./gradlew bootRun, ./gradlew test), database setup (Docker Compose, Flyway), tech stack (Spring Boot 3.5.5, PostgreSQL, Gradle 8.14.3), migration files, dependency locking. Per Rule 3 (Learnings): hybrid docs mixing project scaffolding with embedded patterns remain project-doc. Cannot extract the guidance unchanged into a different project without referencing this repo's compose.yaml, migration directory structure, etc.",2026-06-27,2026-06-28
atilafassina,xavier,xavier/SKILL.md,off-topic-workflow,"Generic agent orchestration framework: routes commands to skills, resolves vault config, manages skill dependencies. No JVM content. The entire Xavier system (entries #22-39) teaches agentic workflows, agent management, skill composition—all applicable equally to Python/Node/Rust projects. Per Learnings (2026-06-27 Devoxx): 'JVM fit must be the subject, not an accident.' Xavier is subject-agnostic orchestration, not JVM-specific development.",2026-06-27,2026-06-28
